"","municipio","seccion","casilla","tipo_casilla","padron_electoral","listado_nominal","clasificacion","estrato"
"191","2. MEXICALI","02_0446","URBANA","C1",745,745,"indefinidos","2. MEXICALI URBANA indefinidos"
"192","2. MEXICALI","02_0447","URBANA","B1",470,469,"indefinidos","2. MEXICALI URBANA indefinidos"
"193","2. MEXICALI","02_0447","URBANA","C1",469,468,"indefinidos","2. MEXICALI URBANA indefinidos"
"194","2. MEXICALI","02_0448","URBANA","B1",543,542,"panistas","2. MEXICALI URBANA panistas"
"195","2. MEXICALI","02_0448","URBANA","C1",543,541,"panistas","2. MEXICALI URBANA panistas"
"196","2. MEXICALI","02_0448","URBANA","C2",543,541,"panistas","2. MEXICALI URBANA panistas"
"197","2. MEXICALI","02_0449","URBANA","B1",601,600,"panistas","2. MEXICALI URBANA panistas"
"198","2. MEXICALI","02_0449","URBANA","C1",600,599,"panistas","2. MEXICALI URBANA panistas"
"199","2. MEXICALI","02_0450","URBANA","B1",579,579,"panistas","2. MEXICALI URBANA panistas"
"200","2. MEXICALI","02_0450","URBANA","C1",579,579,"panistas","2. MEXICALI URBANA panistas"
"201","2. MEXICALI","02_0451","URBANA","B1",669,666,"panistas","2. MEXICALI URBANA panistas"
"202","2. MEXICALI","02_0452","URBANA","B1",461,460,"indefinidos","2. MEXICALI URBANA indefinidos"
"203","2. MEXICALI","02_0452","URBANA","C1",461,460,"indefinidos","2. MEXICALI URBANA indefinidos"
"204","2. MEXICALI","02_0453","URBANA","B1",427,426,"indefinidos","2. MEXICALI URBANA indefinidos"
"205","2. MEXICALI","02_0453","URBANA","C1",427,426,"indefinidos","2. MEXICALI URBANA indefinidos"
"206","2. MEXICALI","02_0454","URBANA","B1",505,504,"indefinidos","2. MEXICALI URBANA indefinidos"
"207","2. MEXICALI","02_0454","URBANA","C1",505,504,"indefinidos","2. MEXICALI URBANA indefinidos"
"208","2. MEXICALI","02_0454","URBANA","C2",504,504,"indefinidos","2. MEXICALI URBANA indefinidos"
"209","2. MEXICALI","02_0455","URBANA","B1",667,666,"indefinidos","2. MEXICALI URBANA indefinidos"
"210","2. MEXICALI","02_0455","URBANA","C1",667,666,"indefinidos","2. MEXICALI URBANA indefinidos"
"211","2. MEXICALI","02_0455","URBANA","C2",667,666,"indefinidos","2. MEXICALI URBANA indefinidos"
"212","2. MEXICALI","02_0455","URBANA","C3",667,666,"indefinidos","2. MEXICALI URBANA indefinidos"
"213","2. MEXICALI","02_0456","URBANA","B1",730,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"214","2. MEXICALI","02_0456","URBANA","C1",730,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"215","2. MEXICALI","02_0456","URBANA","C2",730,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"216","2. MEXICALI","02_0457","URBANA","B1",590,589,"indefinidos","2. MEXICALI URBANA indefinidos"
"217","2. MEXICALI","02_0457","URBANA","C1",589,588,"indefinidos","2. MEXICALI URBANA indefinidos"
"218","2. MEXICALI","02_0458","URBANA","B1",745,744,"panistas","2. MEXICALI URBANA panistas"
"219","2. MEXICALI","02_0459","URBANA","B1",538,538,"indefinidos","2. MEXICALI URBANA indefinidos"
"220","2. MEXICALI","02_0459","URBANA","C1",538,537,"indefinidos","2. MEXICALI URBANA indefinidos"
"221","2. MEXICALI","02_0459","URBANA","C2",537,537,"indefinidos","2. MEXICALI URBANA indefinidos"
"222","2. MEXICALI","02_0459","URBANA","S1",0,0,"indefinidos","2. MEXICALI URBANA indefinidos"
"223","2. MEXICALI","02_0460","URBANA","B1",394,393,"panistas","2. MEXICALI URBANA panistas"
"224","2. MEXICALI","02_0460","URBANA","C1",394,393,"panistas","2. MEXICALI URBANA panistas"
"225","2. MEXICALI","02_0461","URBANA","B1",508,507,"indefinidos","2. MEXICALI URBANA indefinidos"
"226","2. MEXICALI","02_0461","URBANA","C1",507,506,"indefinidos","2. MEXICALI URBANA indefinidos"
"227","2. MEXICALI","02_0462","URBANA","B1",657,657,"panistas","2. MEXICALI URBANA panistas"
"228","2. MEXICALI","02_0463","URBANA","B1",746,744,"indefinidos","2. MEXICALI URBANA indefinidos"
"229","2. MEXICALI","02_0463","URBANA","C1",745,744,"indefinidos","2. MEXICALI URBANA indefinidos"
"230","2. MEXICALI","02_0464","URBANA","B1",413,413,"indefinidos","2. MEXICALI URBANA indefinidos"
"231","2. MEXICALI","02_0464","URBANA","C1",412,412,"indefinidos","2. MEXICALI URBANA indefinidos"
"232","2. MEXICALI","02_0465","URBANA","B1",738,736,"panistas","2. MEXICALI URBANA panistas"
"233","2. MEXICALI","02_0465","URBANA","C1",737,736,"panistas","2. MEXICALI URBANA panistas"
"234","2. MEXICALI","02_0466","URBANA","B1",635,634,"panistas","2. MEXICALI URBANA panistas"
"235","2. MEXICALI","02_0466","URBANA","C1",634,634,"panistas","2. MEXICALI URBANA panistas"
"236","2. MEXICALI","02_0467","URBANA","B1",537,536,"indefinidos","2. MEXICALI URBANA indefinidos"
"237","2. MEXICALI","02_0467","URBANA","C1",536,536,"indefinidos","2. MEXICALI URBANA indefinidos"
"238","2. MEXICALI","02_0467","URBANA","C2",536,535,"indefinidos","2. MEXICALI URBANA indefinidos"
"239","2. MEXICALI","02_0468","URBANA","B1",533,532,"indefinidos","2. MEXICALI URBANA indefinidos"
"240","2. MEXICALI","02_0468","URBANA","C1",532,532,"indefinidos","2. MEXICALI URBANA indefinidos"
"241","2. MEXICALI","02_0468","URBANA","C2",532,531,"indefinidos","2. MEXICALI URBANA indefinidos"
"242","2. MEXICALI","02_0469","URBANA","B1",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"243","2. MEXICALI","02_0469","URBANA","C1",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"244","2. MEXICALI","02_0469","URBANA","C2",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"245","2. MEXICALI","02_0469","URBANA","C3",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"246","2. MEXICALI","02_0469","URBANA","C4",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"247","2. MEXICALI","02_0469","URBANA","C5",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"248","2. MEXICALI","02_0469","URBANA","C6",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"249","2. MEXICALI","02_0469","URBANA","C7",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"250","2. MEXICALI","02_0469","URBANA","C8",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"251","2. MEXICALI","02_0469","URBANA","C9",723,722,"indefinidos","2. MEXICALI URBANA indefinidos"
"252","2. MEXICALI","02_0470","URBANA","B1",730,730,"panistas","2. MEXICALI URBANA panistas"
"253","2. MEXICALI","02_0470","URBANA","C1",730,729,"panistas","2. MEXICALI URBANA panistas"
"254","2. MEXICALI","02_0470","URBANA","C2",730,729,"panistas","2. MEXICALI URBANA panistas"
"255","2. MEXICALI","02_0470","URBANA","C3",730,729,"panistas","2. MEXICALI URBANA panistas"
"256","2. MEXICALI","02_0470","URBANA","C4",730,729,"panistas","2. MEXICALI URBANA panistas"
"257","2. MEXICALI","02_0470","URBANA","C5",730,729,"panistas","2. MEXICALI URBANA panistas"
"258","2. MEXICALI","02_0470","URBANA","C6",730,729,"panistas","2. MEXICALI URBANA panistas"
"259","2. MEXICALI","02_0470","URBANA","C7",730,729,"panistas","2. MEXICALI URBANA panistas"
"260","2. MEXICALI","02_0470","URBANA","C8",730,729,"panistas","2. MEXICALI URBANA panistas"
"261","2. MEXICALI","02_0470","URBANA","C9",730,729,"panistas","2. MEXICALI URBANA panistas"
"262","2. MEXICALI","02_0470","URBANA","C10",730,729,"panistas","2. MEXICALI URBANA panistas"
"263","2. MEXICALI","02_0470","URBANA","C11",730,729,"panistas","2. MEXICALI URBANA panistas"
"264","2. MEXICALI","02_0470","URBANA","C12",730,729,"panistas","2. MEXICALI URBANA panistas"
"265","2. MEXICALI","02_0470","URBANA","C13",730,729,"panistas","2. MEXICALI URBANA panistas"
"266","2. MEXICALI","02_0470","URBANA","C14",730,729,"panistas","2. MEXICALI URBANA panistas"
"267","2. MEXICALI","02_0470","URBANA","C15",730,729,"panistas","2. MEXICALI URBANA panistas"
"268","2. MEXICALI","02_0470","URBANA","C16",730,729,"panistas","2. MEXICALI URBANA panistas"
"269","2. MEXICALI","02_0470","URBANA","C17",730,729,"panistas","2. MEXICALI URBANA panistas"
"270","2. MEXICALI","02_0470","URBANA","C18",730,729,"panistas","2. MEXICALI URBANA panistas"
"271","2. MEXICALI","02_0470","URBANA","C19",730,729,"panistas","2. MEXICALI URBANA panistas"
"272","2. MEXICALI","02_0470","URBANA","C20",729,729,"panistas","2. MEXICALI URBANA panistas"
"273","2. MEXICALI","02_0470","URBANA","C21",729,729,"panistas","2. MEXICALI URBANA panistas"
"274","2. MEXICALI","02_0471","URBANA","B1",681,679,"indefinidos","2. MEXICALI URBANA indefinidos"
"275","2. MEXICALI","02_0471","URBANA","C1",681,679,"indefinidos","2. MEXICALI URBANA indefinidos"
"276","2. MEXICALI","02_0472","URBANA","B1",622,621,"indefinidos","2. MEXICALI URBANA indefinidos"
"277","2. MEXICALI","02_0472","URBANA","C1",621,620,"indefinidos","2. MEXICALI URBANA indefinidos"
"278","2. MEXICALI","02_0472","URBANA","C2",621,620,"indefinidos","2. MEXICALI URBANA indefinidos"
"279","2. MEXICALI","02_0473","URBANA","B1",592,591,"morenistas","2. MEXICALI URBANA morenistas"
"280","2. MEXICALI","02_0473","URBANA","C1",591,591,"morenistas","2. MEXICALI URBANA morenistas"
"281","2. MEXICALI","02_0474","URBANA","B1",686,685,"morenistas","2. MEXICALI URBANA morenistas"
"282","2. MEXICALI","02_0474","URBANA","C1",686,685,"morenistas","2. MEXICALI URBANA morenistas"
"283","2. MEXICALI","02_0474","URBANA","C2",686,684,"morenistas","2. MEXICALI URBANA morenistas"
"284","2. MEXICALI","02_0475","URBANA","B1",438,438,"morenistas","2. MEXICALI URBANA morenistas"
"285","2. MEXICALI","02_0475","URBANA","C1",437,437,"morenistas","2. MEXICALI URBANA morenistas"
"286","2. MEXICALI","02_0476","URBANA","B1",515,515,"indefinidos","2. MEXICALI URBANA indefinidos"
"287","2. MEXICALI","02_0476","URBANA","C1",515,514,"indefinidos","2. MEXICALI URBANA indefinidos"
"288","2. MEXICALI","02_0476","URBANA","C2",514,514,"indefinidos","2. MEXICALI URBANA indefinidos"
"289","2. MEXICALI","02_0477","URBANA","B1",690,688,"indefinidos","2. MEXICALI URBANA indefinidos"
"290","2. MEXICALI","02_0477","URBANA","C1",689,687,"indefinidos","2. MEXICALI URBANA indefinidos"
"291","2. MEXICALI","02_0478","URBANA","B1",510,508,"indefinidos","2. MEXICALI URBANA indefinidos"
"292","2. MEXICALI","02_0478","URBANA","C1",509,507,"indefinidos","2. MEXICALI URBANA indefinidos"
"293","2. MEXICALI","02_0478","URBANA","C2",509,507,"indefinidos","2. MEXICALI URBANA indefinidos"
"294","2. MEXICALI","02_0479","URBANA","B1",646,644,"indefinidos","2. MEXICALI URBANA indefinidos"
"295","2. MEXICALI","02_0479","URBANA","C1",645,644,"indefinidos","2. MEXICALI URBANA indefinidos"
"296","2. MEXICALI","02_0480","URBANA","B1",731,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"297","2. MEXICALI","02_0480","URBANA","C1",731,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"298","2. MEXICALI","02_0480","URBANA","C2",731,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"299","2. MEXICALI","02_0480","URBANA","C3",731,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"300","2. MEXICALI","02_0480","URBANA","C4",730,729,"indefinidos","2. MEXICALI URBANA indefinidos"
"301","2. MEXICALI","02_0481","URBANA","B1",517,516,"indefinidos","2. MEXICALI URBANA indefinidos"
"302","2. MEXICALI","02_0481","URBANA","C1",516,516,"indefinidos","2. MEXICALI URBANA indefinidos"
"303","2. MEXICALI","02_0481","URBANA","C2",516,515,"indefinidos","2. MEXICALI URBANA indefinidos"
"304","2. MEXICALI","02_0482","URBANA","B1",589,588,"indefinidos","2. MEXICALI URBANA indefinidos"
"305","2. MEXICALI","02_0482","URBANA","C1",589,587,"indefinidos","2. MEXICALI URBANA indefinidos"
"306","2. MEXICALI","02_0482","URBANA","C2",588,587,"indefinidos","2. MEXICALI URBANA indefinidos"
"307","2. MEXICALI","02_0483","URBANA","B1",665,665,"indefinidos","2. MEXICALI URBANA indefinidos"
"308","2. MEXICALI","02_0484","URBANA","B1",478,478,"indefinidos","2. MEXICALI URBANA indefinidos"
"309","2. MEXICALI","02_0484","URBANA","C1",478,478,"indefinidos","2. MEXICALI URBANA indefinidos"
"310","2. MEXICALI","02_0485","URBANA","B1",405,405,"indefinidos","2. MEXICALI URBANA indefinidos"
"311","2. MEXICALI","02_0485","URBANA","C1",405,404,"indefinidos","2. MEXICALI URBANA indefinidos"
"312","2. MEXICALI","02_0486","URBANA","B1",587,586,"indefinidos","2. MEXICALI URBANA indefinidos"
"313","2. MEXICALI","02_0486","URBANA","C1",586,585,"indefinidos","2. MEXICALI URBANA indefinidos"
"314","2. MEXICALI","02_0487","URBANA","B1",506,506,"indefinidos","2. MEXICALI URBANA indefinidos"
"315","2. MEXICALI","02_0487","URBANA","C1",505,505,"indefinidos","2. MEXICALI URBANA indefinidos"
"316","2. MEXICALI","02_0488","URBANA","B1",718,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"317","2. MEXICALI","02_0488","URBANA","C1",718,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"318","2. MEXICALI","02_0488","URBANA","C2",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"319","2. MEXICALI","02_0488","URBANA","C3",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"320","2. MEXICALI","02_0488","URBANA","C4",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"321","2. MEXICALI","02_0488","URBANA","C5",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"322","2. MEXICALI","02_0488","URBANA","C6",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"323","2. MEXICALI","02_0488","URBANA","C7",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"324","2. MEXICALI","02_0488","URBANA","C8",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"325","2. MEXICALI","02_0488","URBANA","C9",717,716,"indefinidos","2. MEXICALI URBANA indefinidos"
"326","2. MEXICALI","02_0488","URBANA","C10",717,715,"indefinidos","2. MEXICALI URBANA indefinidos"
"327","2. MEXICALI","02_0488","URBANA","C11",717,715,"indefinidos","2. MEXICALI URBANA indefinidos"
"328","2. MEXICALI","02_0488","URBANA","C12",717,715,"indefinidos","2. MEXICALI URBANA indefinidos"
"329","2. MEXICALI","02_0488","URBANA","C13",717,715,"indefinidos","2. MEXICALI URBANA indefinidos"
"330","2. MEXICALI","02_0488","URBANA","C14",717,715,"indefinidos","2. MEXICALI URBANA indefinidos"
"331","2. MEXICALI","02_0488","URBANA","C15",717,715,"indefinidos","2. MEXICALI URBANA indefinidos"
"332","2. MEXICALI","02_0489","URBANA","B1",518,517,"indefinidos","2. MEXICALI URBANA indefinidos"
"333","2. MEXICALI","02_0489","URBANA","C1",517,517,"indefinidos","2. MEXICALI URBANA indefinidos"
"334","2. MEXICALI","02_0490","URBANA","B1",745,744,"indefinidos","2. MEXICALI URBANA indefinidos"
"335","2. MEXICALI","02_0491","URBANA","B1",514,513,"indefinidos","2. MEXICALI URBANA indefinidos"
"336","2. MEXICALI","02_0491","URBANA","C1",514,512,"indefinidos","2. MEXICALI URBANA indefinidos"
"337","2. MEXICALI","02_0492","URBANA","B1",522,520,"indefinidos","2. MEXICALI URBANA indefinidos"
"338","2. MEXICALI","02_0492","URBANA","C1",522,520,"indefinidos","2. MEXICALI URBANA indefinidos"
"339","2. MEXICALI","02_0492","URBANA","C2",521,520,"indefinidos","2. MEXICALI URBANA indefinidos"
"340","2. MEXICALI","02_0493","URBANA","B1",751,750,"indefinidos","2. MEXICALI URBANA indefinidos"
"341","2. MEXICALI","02_0493","URBANA","C1",751,749,"indefinidos","2. MEXICALI URBANA indefinidos"
"342","2. MEXICALI","02_0494","URBANA","B1",524,524,"panistas","2. MEXICALI URBANA panistas"
"343","2. MEXICALI","02_0494","URBANA","C1",524,524,"panistas","2. MEXICALI URBANA panistas"
"344","2. MEXICALI","02_0498","URBANA","B1",749,748,"indefinidos","2. MEXICALI URBANA indefinidos"
"345","2. MEXICALI","02_0498","URBANA","C1",749,747,"indefinidos","2. MEXICALI URBANA indefinidos"
"346","2. MEXICALI","02_0499","URBANA","B1",474,474,"indefinidos","2. MEXICALI URBANA indefinidos"
"347","2. MEXICALI","02_0499","URBANA","C1",474,473,"indefinidos","2. MEXICALI URBANA indefinidos"
"348","2. MEXICALI","02_0500","URBANA","B1",419,418,"indefinidos","2. MEXICALI URBANA indefinidos"
"349","2. MEXICALI","02_0500","URBANA","C1",419,418,"indefinidos","2. MEXICALI URBANA indefinidos"
"350","2. MEXICALI","02_0502","URBANA","B1",742,741,"indefinidos","2. MEXICALI URBANA indefinidos"
"351","2. MEXICALI","02_0502","URBANA","C1",742,741,"indefinidos","2. MEXICALI URBANA indefinidos"
"352","2. MEXICALI","02_0502","URBANA","C2",742,741,"indefinidos","2. MEXICALI URBANA indefinidos"
"353","2. MEXICALI","02_0502","URBANA","C3",742,741,"indefinidos","2. MEXICALI URBANA indefinidos"
"354","2. MEXICALI","02_0502","URBANA","C4",742,741,"indefinidos","2. MEXICALI URBANA indefinidos"
"355","2. MEXICALI","02_0502","URBANA","C5",742,740,"indefinidos","2. MEXICALI URBANA indefinidos"
"356","2. MEXICALI","02_0502","URBANA","C6",742,740,"indefinidos","2. MEXICALI URBANA indefinidos"
"357","2. MEXICALI","02_0502","URBANA","C7",742,740,"indefinidos","2. MEXICALI URBANA indefinidos"
"358","2. MEXICALI","02_0502","URBANA","C8",742,740,"indefinidos","2. MEXICALI URBANA indefinidos"
"359","2. MEXICALI","02_0502","URBANA","C9",742,740,"indefinidos","2. MEXICALI URBANA indefinidos"
"360","2. MEXICALI","02_0502","URBANA","C10",741,740,"indefinidos","2. MEXICALI URBANA indefinidos"
"361","2. MEXICALI","02_0503","URBANA","B1",689,689,"indefinidos","2. MEXICALI URBANA indefinidos"
"362","2. MEXICALI","02_0504","URBANA","B1",429,428,"morenistas","2. MEXICALI URBANA morenistas"
"363","2. MEXICALI","02_0504","URBANA","C1",428,428,"morenistas","2. MEXICALI URBANA morenistas"
"364","2. MEXICALI","02_0505","URBANA","B1",468,467,"morenistas","2. MEXICALI URBANA morenistas"
"365","2. MEXICALI","02_0505","URBANA","C1",467,467,"morenistas","2. MEXICALI URBANA morenistas"
"366","2. MEXICALI","02_0548","NO URBANA","B1",500,500,"indefinidos","2. MEXICALI NO URBANA indefinidos"
"367","2. MEXICALI","02_0564","NO URBANA","B1",545,544,"panistas","2. MEXICALI NO URBANA panistas"
"368","2. MEXICALI","02_0564","NO URBANA","C1",544,543,"panistas","2. MEXICALI NO URBANA panistas"
"369","2. MEXICALI","02_0572","NO URBANA","B1",606,605,"panistas","2. MEXICALI NO URBANA panistas"
"370","2. MEXICALI","02_0572","NO URBANA","C1",606,605,"panistas","2. MEXICALI NO URBANA panistas"
"371","2. MEXICALI","02_0572","NO URBANA","C2",605,605,"panistas","2. MEXICALI NO URBANA panistas"
"372","2. MEXICALI","02_0572","NO URBANA","C3",605,604,"panistas","2. MEXICALI NO URBANA panistas"
"373","2. MEXICALI","02_0572","NO URBANA","C4",605,604,"panistas","2. MEXICALI NO URBANA panistas"
"374","2. MEXICALI","02_0573","NO URBANA","B1",691,690,"indefinidos","2. MEXICALI NO URBANA indefinidos"
"375","2. MEXICALI","02_0573","NO URBANA","C1",691,690,"indefinidos","2. MEXICALI NO URBANA indefinidos"
"376","2. MEXICALI","02_0593","URBANA","B1",573,571,"indefinidos","2. MEXICALI URBANA indefinidos"
"377","2. MEXICALI","02_0593","URBANA","C1",572,571,"indefinidos","2. MEXICALI URBANA indefinidos"
"378","2. MEXICALI","02_0594","URBANA","B1",737,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"379","2. MEXICALI","02_0594","URBANA","C1",737,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"380","2. MEXICALI","02_0594","URBANA","C2",736,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"381","2. MEXICALI","02_0594","URBANA","C3",736,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"382","2. MEXICALI","02_0594","URBANA","C4",736,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"383","2. MEXICALI","02_0594","URBANA","C5",736,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"384","2. MEXICALI","02_0594","URBANA","C6",736,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"385","2. MEXICALI","02_0594","URBANA","C7",736,735,"indefinidos","2. MEXICALI URBANA indefinidos"
"386","2. MEXICALI","02_0594","URBANA","C8",736,734,"indefinidos","2. MEXICALI URBANA indefinidos"
"387","2. MEXICALI","02_0596","URBANA","B1",645,645,"morenistas","2. MEXICALI URBANA morenistas"
